Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
42,"Ashland , OH",9/17/1974,Ashland,Retired,,3 Seasons,69,,,Tim Seder,,timseder/2503896,,185,2000 - 2002
24,"Washington , DC",4/23/1993,East Carolina,Active,Houston Texans,Rookie,76,,,Dayon Pratt,,dayonpratt/2559231,LB,225,
57,"Southampton , NY",5/25/1960,Penn State,Retired,,11 Seasons,75,,,Sean Farrell,,seanfarrell/2500595,,260,1982 - 1992
30,,1/25/1987,Texas Christian,Retired,,2 Seasons,72,,,Jimmy Young,,jimmyyoung/2495369,,204,2011 - 2012
21,,3/21/1996,Tennessee,Active,Cincinnati Bengals,Rookie,75,Station Camp HS,"Gallatin, TN",Josh Malone,,joshmalone/2558127,WR,208,
26,"Houston , TX",12/21/1990,LSU,Active,Los Angeles Rams,6th season,77,Chavez HS,"Houston, TX",Michael Brockers,90,michaelbrockers/2533050,DT,326,
25,,10/1/1991,Oklahoma,Retired,,1 Season,67,,,Roy Finch,,royfinch/2550288,,180,2014 - 2014
,"Oberlin , KS",7/8/1916,Kansas State,Retired,,7 Seasons,74,,,Elmer Hackney,,elmerhackney/2515545,,205,1940 - 1946
38,"Shreveport , LA",6/30/1978,Louisiana-Monroe,Retired,,5 Seasons,72,,,Pat Dennis,,patdennis/2504286,,203,2000 - 2004
53,"Detroit , MI",1/10/1964,Central Michigan,Retired,,1 Season,70,,,Tony Elliott,,tonyelliott/2513562,,195,1987 - 1987
47,"Fort Thomas , KY",4/2/1970,Nevada-Las Vegas,Retired,,5 Seasons,78,,,Jerry Reynolds,,jerryreynolds/2502634,,320,1994 - 1998
,"Chicago , IL",11/12/1895,Notre Dame,Retired,,3 Seasons,68,,,Grover Malone,,grovermalone/2520037,,185,1920 - 1923
75,"Philadelphia , PA",5/20/1942,Morgan State,Retired,,10 Seasons,72,,,Leroy Kelly,,leroykelly/2518295,,202,1964 - 1973
59,"Fort Dix , NJ",9/15/1957,Kansas,Retired,,11 Seasons,71,,,LeRoy Irvin,,leroyirvin/2517184,,184,1980 - 1990
,"Emmetsburg , IA",3/29/1908,Iowa,Retired,,1 Season,68,,,Leo Jensvold,,leojensvold/2517517,,173,1931 - 1931
48,"Chicago , IL",1/25/1969,Indiana,Retired,,10 Seasons,77,,,Nolan Harrison,,nolanharrison/2501063,,289,1991 - 2000
,"Rockville Centre , NY",10/8/1927,Georgetown,Retired,,6 Seasons,76,,,Jim Ricca,,jimricca/2524049,,270,1951 - 1956
43,,1/1/1974,Boston College,Retired,,2 Seasons,76,,,Mark Nori,,marknori/2502305,,307,1997 - 1998
,"Youngstown , OH",12/12/1913,Ohio State,Retired,,1 Season,74,,,Chuck Ream,,chuckream/2523814,,225,1938 - 1938
,"Rowden , TX",6/27/1934,Baylor,Retired,,3 Seasons,74,,,Jim Taylor,,jimtaylor/2527091,,232,1956 - 1958
48,Tofoa Tonga,1/15/1969,Washington,Retired,,8 Seasons,77,,,Siupeli Malamala,,siupelimalamala/2501849,,305,1992 - 1999
24,"Atlanta , GA",3/15/1993,Old Dominion,Active,Minnesota Vikings,3rd season,73,,,Taylor Heinicke,,taylorheinicke/2553656,QB,210,
,"Winsted , CT",2/8/1901,Iowa,Retired,,1 Season,71,,,Max Kadesky,,maxkadesky/2518080,,175,1923 - 1923
,,6/18/1938,Michigan,Retired,,1 Season,73,,,Darrell Harper,,darrellharper/2515870,,195,1960 - 1960
62,"Los Angeles , CA",3/22/1955,Washington,Retired,,9 Seasons,74,,,Charles Jackson,,charlesjackson/2517234,,225,1978 - 1986
29,"Long Island , NY",3/1/1988,Syracuse,Retired,,1 Season,74,,,Aaron Weaver,,aaronweaver/2536233,,220,2012 - 2012
,"Bald Knob , AR",8/7/1914,LSU,Retired,,2 Seasons,68,,,Rock Reed,,rockreed/2523868,,173,1937 - 1939
79,"Lexington , MS",5/1/1938,Oregon,Retired,,9 Seasons,70,,,Willie West,,williewest/2528570,,190,1960 - 1968
99,,2/5/1918,No College,Retired,,1 Season,74,,,Owen Thuerk,,owenthuerk/2527404,,192,1941 - 1941
41,"Lacoochee , FL",8/30/1975,South Carolina,Retired,,5 Seasons,74,,,Darren Hambrick,,darrenhambrick/2500984,,227,1998 - 2002
,"Mcville , ND",2/13/1908,North Dakota,Retired,,1 Season,69,,,Stu MacMillan,,stumacmillan/2519930,,175,1931 - 1931
79,"Houston , TX",8/10/1937,UCLA,Retired,,1 Season,73,,,Trusse Norris,,trussenorris/2522261,,194,1960 - 1960
42,"Cedar Rapids , IA",9/29/1974,Northern Iowa,Retired,,8 Seasons,69,,,Dedric Ward,,dedricward/2503531,,189,1997 - 2004
41,"Dallas , TX",6/10/1975,Kansas State,Retired,,9 Seasons,74,,,Kendyl Jacox,,kendyljacox/2501351,,325,1998 - 2006
40,"Union City , OH",6/15/1976,Penn State,Retired,,3 Seasons,72,,,Curtis Enis,,curtisenis/2500557,,250,1998 - 2000
69,"Iowa City , IA",12/19/1947,Iowa,Retired,,3 Seasons,73,,,Larry Ely,,larryely/2513615,,230,1970 - 1975
,"Oskaloosa , IA",5/27/1988,Iowa,Retired,,3 Seasons,72,,,Tyler Sash,,tylersash/2495506,,215,2011 - 2013
54,"Suffolk , VA",4/7/1963,Elizabeth City State,Retired,,9 Seasons,74,,,Reggie Langhorne,,reggielanghorne/2501694,,195,1985 - 1993
66,"San Fernando , CA",11/13/1950,USC,Retired,,1 Season,75,,,Allen Gallaher,,allengallaher/2514573,,250,1974 - 1974
31,"Keller , TX",5/16/1986,Oklahoma,Retired,,8 Seasons,68,,,Garrett Hartley,,garretthartley/4381,,195,2008 - 2015
55,"Hershey , PA",4/15/1962,Purdue,Retired,,6 Seasons,72,,,Scott Campbell,,scottcampbell/2510992,,196,1984 - 1990
27,,5/25/1990,Shenandoah (Va.),Retired,,1 Season,75,,,Rico Wallace,,ricowallace/2535960,,215,2012 - 2012
38,"Phoenix , AZ",11/27/1978,Northern Arizona,Retired,,5 Seasons,71,,,Raymond Perryman,,raymondperryman/2504673,,195,2001 - 2005
33,,9/5/1983,North Carolina State,Retired,,1 Season,76,,,John Deraney,,johnderaney/2507052,,224,2007 - 2007
42,"Clifton Springs , NY",2/12/1975,Cornell,Retired,,10 Seasons,76,,,Seth Payne,,sethpayne/2502432,,303,1997 - 2007
42,"Gainesville , FL",2/2/1975,East Carolina,Retired,,3 Seasons,76,,,Larry Shannon,,larryshannon/2502904,,210,1998 - 2000
32,"Savannah , GA",7/27/1984,Howard,Active,Arizona Cardinals,12th season,71,Denbigh HS,"Newport News, VA",Antoine Bethea,,antoinebethea/2495807,SS,206,
,"Omaha , NE",7/29/1900,Nebraska,Retired,,2 Seasons,74,,,Dave Noble,,davenoble/2522191,,195,1924 - 1925
44,"Los Angeles , CA",11/9/1972,Washington State,Retired,,10 Seasons,74,,,Mark Fields,,markfields/2500624,,244,1995 - 2004
30,"Los Angeles , CA",9/5/1986,Arizona,Retired,,6 Seasons,73,,,Nate Ness,,nateness/2507682,,190,2009 - 2015
,"Camden , NJ",8/8/1908,Villanova,Retired,,4 Seasons,68,,,Vince Zizak,,vincezizak/2529674,,208,1934 - 1937
51,"Lynn , MA",7/30/1965,Ohio State,Retired,,1 Season,71,,,Sonny Gordon,,sonnygordon/2515086,,192,1987 - 1987
64,"Latrobe , PA",11/7/1952,Penn State,Retired,,4 Seasons,77,,,Mark Markovich,,markmarkovich/2520165,,256,1974 - 1977
70,"Chicago , IL",7/16/1946,USC,Retired,,15 Seasons,77,,,Ron Yary,,ronyary/2529500,,255,1968 - 1982
27,"Hoffman Estates , IL",12/29/1989,Kent State,Active,Tennessee Titans,5th season,75,Mason HS,OH,Josh Kline,64,joshkline/2541142,OG,300,
,"Ashland , KY",4/12/1936,Ohio State,Retired,,2 Seasons,76,,,Jack Scott,,jackscott/2525200,,260,1960 - 1961
27,"Hermitage , TN",1/30/1990,Ouachita Baptist,Active,Tennessee Titans,4th season,77,James E. Taylor HS,"Katy, TX",Phillip Supernaw,89,phillipsupernaw/2535535,TE,248,
73,"Du Bois , PA",1/16/1944,North Carolina State,Retired,,1 Season,72,,,Harold Deters,,harolddeters/2512851,,200,1967 - 1967
26,"Westbury , NY",2/25/1991,Connecticut,Active,Minnesota Vikings,4th season,77,Long Island Lutheran HS,"Glen Head, NY",Shamar Stephen,93,shamarstephen/2543706,DT,310,
77,"Kenton , TN",3/30/1940,Tennessee-Martin,Retired,,1 Season,71,,,Bobby Fowler,,bobbyfowler/2514303,,212,1962 - 1962
37,"Boone County , MO",8/27/1979,Missouri,Retired,,1 Season,77,,,Kirk Farmer,,kirkfarmer/2505406,,218,2003 - 2003
27,"Houston , TX",3/31/1990,Boise State,Active,Cincinnati Bengals,6th season,76,Kempner HS,"Houston, TX",George Iloka,43,georgeiloka/2532869,FS,225,
48,"Cincinnati , OH",1/11/1969,Toledo,Retired,,7 Seasons,70,,,Darren Anderson,,darrenanderson/2499420,,189,1992 - 1998
86,"Dallas , TX",4/14/1931,Southern Methodist,Retired,,4 Seasons,72,,,Herschel Forester,,herschelforester/2514243,,230,1954 - 1957
97,"Fessenden , ND",12/14/1919,Minnesota,Retired,,1 Season,73,,,Ed Lechner,,edlechner/2519242,,200,1942 - 1942
34,"Walnut Creek , CA",7/10/1982,Northwest Missouri State,Retired,,7 Seasons,76,,,Dave Tollefson,,davetollefson/2506998,,260,2006 - 2012
59,"Erie , PA",9/3/1957,Kansas State,Retired,,3 Seasons,74,,,Dan Manucci,,danmanucci/2520096,,196,1979 - 1987
,"Fairhaven , MA",4/2/1900,Tufts,Retired,,1 Season,68,,,Carl Etelman,,carletelman/2513720,,160,1926 - 1926
54,,4/16/1963,West Chester,Retired,,1 Season,76,,,Gary Schippang,,garyschippang/2525034,,254,1987 - 1987
,"Chicago , IL",12/7/1919,Purdue,Retired,,1 Season,70,,,John Galvin,,johngalvin/2514584,,170,1947 - 1947
29,,4/11/1988,Norfolk State,Retired,,1 Season,76,,,Calton Ford,,caltonford/2531040,,319,2011 - 2011
,"Lebanon , WI",9/12/1900,No College,Retired,,1 Season,73,,,Buddy Baumann,,buddybaumann/2509190,,190,1922 - 1922
49,"Lompoc , CA",6/22/1967,Texas State,Retired,,7 Seasons,68,,,A.J. Johnson,,a.j.johnson/2501405,,175,1989 - 1995
68,"Houston , TX",11/27/1948,Tennessee State,Retired,,1 Season,69,,,Charlie Thomas,,charliethomas/2527223,,180,1975 - 1975
23,,9/28/1993,California,Active,Tennessee Titans,Rookie,78,,,Steven Moore,,stevenmoore/2559343,OT,310,
24,"San Antonio , TX",10/15/1992,Texas Christian,Active,Los Angeles Rams,1st season,71,James Madison HS,"San Antonio, TX",Aaron Green,36,aarongreen/2556541,RB,201,
27,"Northridge , CA",1/16/1990,UCLA,Retired,,3 Seasons,79,,,Joseph Fauria,,josephfauria/2539327,,267,2013 - 2015
38,"Cassatt , SC",11/6/1978,Nevada,Retired,,1 Season,78,,,Corey Jackson,,coreyjackson/2505378,,270,2004 - 2006
25,"Lake Hamilton , FL",1/19/1992,Delaware State,Active,Arizona Cardinals,3rd season,77,Haines City HS,FL,Rodney Gunter,95,rodneygunter/2553437,DE,305,
28,"Gary , IN",1/16/1989,South Carolina,Retired,,4 Seasons,77,,,Weslye Saunders,,weslyesaunders/2495224,,261,2011 - 2014
53,"Boston , MA",11/30/1963,UCLA,Retired,,1 Season,76,,,David Norrie,,davidnorrie/2522252,,220,1987 - 1987
49,"Winston Salem , NC",12/9/1967,North Carolina State,Retired,,11 Seasons,75,,,Ray Agnew,,rayagnew/2499366,,285,1990 - 2000
,,,West Virginia State,Retired,,1 Season,74,,,Jim Bailey,,jimbailey/2508842,,215,1949 - 1949
34,,1/2/1983,Dubuque,Retired,,1 Season,71,,,Daunta Peterson,,dauntapeterson/2523090,,200,2007 - 2007
,"Corpus Christi , TX",11/29/1964,Texas A&M,Retired,,7 Seasons,76,,,Larry Kelm,,larrykelm/2501586,,230,1987 - 1993
52,"Canton , OH",11/3/1964,Michigan,Retired,,1 Season,73,,,Garland Rivers,,garlandrivers/2524226,,181,1987 - 1987
58,"Jefferson , TX",12/3/1958,Houston,Retired,,2 Seasons,77,,,Hosea Taylor,,hoseataylor/2527086,,255,1981 - 1983
,"Crystal River , FL",8/23/1907,Florida,Retired,,2 Seasons,71,,,Royce Goodbread,,roycegoodbread/2515043,,207,1930 - 1931
75,"New Bern , NC",2/10/1942,North Carolina Central,Retired,,5 Seasons,72,,,Aaron Martin,,aaronmartin/2520221,,190,1964 - 1968
,"New York , NY",8/7/1903,Canisius,Retired,,1 Season,69,,,Sam Salemi,,samsalemi/2524806,,180,1928 - 1928
23,"Austell , GA",3/19/1994,Vanderbilt,Active,Minnesota Vikings,2nd season,77,Shiloh HS,"Snellville, GA",Stephen Weatherly,91,stephenweatherly/2555529,DE,265,
,"Newark , NJ",9/11/1976,Temple,Retired,,5 Seasons,76,,,Roger Chanoine,,rogerchanoine/2500049,,305,1998 - 2002
38,"Omaha , NE",10/13/1978,Utah State,Retired,,1 Season,81,,,Jim Newton,,jimnewton/2505392,,297,2003 - 2003
34,"Phoenix , AZ",4/23/1983,Arizona,Retired,,6 Seasons,72,,,Mike Bell,,mikebell/2506767,,225,2006 - 2011
65,"Dallas , TX",10/17/1951,Southern Methodist,Retired,,4 Seasons,78,,,Oscar Roan,,oscarroan/2524242,,215,1975 - 1978
63,"Dickinson , ND",5/15/1954,Minnesota,Retired,,6 Seasons,73,,,Doug Beaudoin,,dougbeaudoin/2509256,,193,1976 - 1981
48,"Lake Wells , FL",7/6/1968,Tennessee,Retired,,8 Seasons,76,,,Alvin Harper,,alvinharper/2501031,,218,1991 - 1999
40,"New Orleans , LA",12/7/1976,LSU,Retired,,13 Seasons,77,,,Alan Faneca,,alanfaneca/2500587,,316,1998 - 2010
31,"Nashville , TN",9/14/1985,Auburn,Unsigned free agent,Los Angeles Chargers,10th season,81,Brentwood Acad. HS,TN,King Dunlap,77,kingdunlap/2507498,T,330,
26,,10/4/1990,Eastern Kentucky,Retired,,0 Season,77,,,Ike Ariguzo,,ikeariguzo/2551830,,214,2014 - 2014
,"Chester , SC",1/15/1927,Clemson,Retired,,2 Seasons,71,,,Bobby Gage,,bobbygage/2514530,,175,1949 - 1950
66,"San Francisco , CA",1/10/1951,Prairie View A&M,Retired,,2 Seasons,76,,,Louis Neal,,louisneal/2521977,,215,1973 - 1974
58,"Milwaukee , WI",5/28/1959,Wisconsin,Retired,,2 Seasons,75,,,Dave Levenick,,davelevenick/2519393,,222,1983 - 1984
49,,9/13/1967,Miami (Fla.),Retired,,1 Season,75,,,Tim Kalal,,timkalal/2501555,,205,1993 - 1993
54,"Long Beach , CA",12/27/1962,Oregon,Retired,,3 Seasons,68,,,Lew Barnes,,lewbarnes/2509023,,163,1986 - 1989
,"Fremont , MI",1/30/1933,Michigan State,Retired,,3 Seasons,70,,,Bert Zagers,,bertzagers/2529611,,185,1955 - 1958
27,,4/24/1990,Belhaven College,Retired,,1 Season,81,,,Matt Hall,,matthall/2550349,,324,2014 - 2014
38,"Lubbock Co. , TX",5/9/1979,Oklahoma State,Retired,,2 Seasons,74,,,Dwayne Levels,,dwaynelevels/2504848,,259,2002 - 2003
45,"Ocala , FL",11/9/1971,Rowan,Retired,,4 Seasons,74,,,Steve Rhem,,steverhem/2502637,,212,1994 - 1997
39,"Hinsdale , IL",12/23/1977,Iowa,Retired,,6 Seasons,73,,,Kevin Kasper,,kevinkasper/2504536,,200,2001 - 2008
,", OH",3/3/1896,Pennsylvania,Retired,,1 Season,73,,,Herb Dieter,,herbdieter/2512924,,195,1922 - 1922
,"Omaha , NE",11/2/1927,San Francisco,Retired,,1 Season,73,,,Mike Davlin,,mikedavlin/2512648,,230,1955 - 1955
47,"Granada Hills , CA",6/4/1970,Oregon,Retired,,7 Seasons,71,,,Ronnie Harris,,ronnieharris/2501054,,185,1993 - 1999
36,,1/25/1981,Virginia Tech,Retired,,1 Season,75,,,Nathaniel Adibi,,nathanieladibi/2505990,,249,2005 - 2007
,"Muskegon , MI",2/24/1931,Michigan State,Retired,,1 Season,77,,,Paul Dekker,,pauldekker/2512732,,220,1953 - 1953
28,"Deerfield Beach , FL",1/1/1989,South Florida,Active,New York Giants,8th season,77,Deerfield Beach HS,FL,Jason Pierre-Paul,90,jasonpierre-paul/496843,DE,278,
39,"Richmond , CA",12/29/1977,Akron,Retired,,2 Seasons,73,,,Louis Mackey,,louismackey/2504782,,225,2001 - 2002
88,"Clyde , TX",11/22/1928,North Texas,Retired,,1 Season,75,,,Quincy Armstrong,,quincyarmstrong/2508629,,230,1954 - 1954
64,"Oklahoma City , OK",9/19/1952,Louisiana-Monroe,Retired,,1 Season,69,,,Jimmy Edwards,,jimmyedwards/2513488,,185,1979 - 1979
114,"Hunt Co. , TX",12/20/1902,Texas Christian,Retired,,1 Season,66,,,Rollin Roach,,rollinroach/2524238,,145,1927 - 1927
68,"Yoakum , TX",12/2/1948,Houston,Retired,,10 Seasons,75,,,Charlie Hall,,charliehall/2515621,,220,1971 - 1980
,"Greenville , MS",7/17/1950,Jackson State,Retired,,1 Season,77,,,Ernie Richardson,,ernierichardson/2524101,,225,1974 - 1974
52,"Teaneck , NJ",4/17/1965,Louisiana-Lafayette,Retired,,1 Season,73,,,Joe DeForest,,joedeforest/2512717,,240,1987 - 1987
36,Lagos Nigeria,11/21/1980,California,Retired,,5 Seasons,70,,,Adimchinobe Echemandu,,adimchinobeechemandu/2506072,,225,2004 - 2008
45,"East Machias , ME",7/23/1971,Cincinnati,Retired,,3 Seasons,74,,,Nate Dingle,,natedingle/2500401,,245,1995 - 1997
36,"Lafayette , LA",11/24/1980,Louisiana Tech,Retired,,6 Seasons,74,,,Hiram Eugene,,hirameugene/2506869,,200,2006 - 2011
23,"Pine Bluff , AK",4/19/1994,Oregon State,Active,Jacksonville Jaguars,Rookie,73,,,Tim Cook,,timcook/2559156,RB,232,
24,"Athens , TX",10/30/1992,Texas Tech,Active,Miami Dolphins,2nd season,67,John Horn HS,"Mesquite, TX",Jakeem Grant,19,jakeemgrant/2556190,WR,172,
,"Greenville , TX",11/4/1911,Kansas State,Retired,,1 Season,75,,,Buster Maddox,,bustermaddox/2519948,,240,1935 - 1935
,"Morris , OK",7/5/1921,Oklahoma City,Retired,,1 Season,75,,,Ralph Schilling,,ralphschilling/2525030,,218,1946 - 1946
41,"Los Gatos , CA",11/22/1975,UCLA,Retired,,7 Seasons,76,,,Ryan Neufeld,,ryanneufeld/2503870,,245,1999 - 2007
37,"Riverdale , IL",8/17/1979,Indiana,Retired,,9 Seasons,70,,,Antwaan Randle El,,antwaanrandleel/2505060,,185,2002 - 2010
22,"Stephenville , TX",11/14/1994,Texas,Active,Seattle Seahawks,Rookie,76,,,Tyrone Swoopes,,tyroneswoopes/2559263,TE,245,
71,"Danvers , MA",5/30/1946,Boston U.,Retired,,2 Seasons,71,,,Dick Farley,,dickfarley/2513832,,185,1968 - 1969
56,"Ann Arbor , MI",1/11/1961,Michigan,Retired,,5 Seasons,72,,,Ali Haji-Sheikh,,alihaji-sheikh/2515598,,172,1983 - 1987
59,"Kermit , TX",2/21/1958,Texas-El Paso,Retired,,1 Season,72,,,Del Thompson,,delthompson/2527319,,203,1982 - 1982
27,,12/28/1989,Pittsburgh,Retired,,1 Season,76,,,Mike Shanahan,,mikeshanahan/2541943,,241,2013 - 2013
74,"Bartow , FL",2/20/1943,Florida A&M,Retired,,1 Season,73,,,Nate James,,natejames/2517383,,195,1968 - 1968
43,"Pottstown , PA",7/7/1973,West Virginia,Retired,,9 Seasons,72,,,Aaron Beasley,,aaronbeasley/2499587,,205,1996 - 2004
29,"San Diego , CA",3/16/1988,California,Active,Arizona Cardinals,5th season,72,Laguna Creek HS,"Elk Grove, CA",Jeremy Ross,16,jeremyross/2530598,WR,215,
83,"Catarina , TX",11/4/1933,Texas,Retired,,6 Seasons,74,,,Buck Lansford,,bucklansford/2519074,,232,1955 - 1960
30,"Hoffman Estates , IL",12/4/1986,Illinois State,Retired,,7 Seasons,71,,,Tom Nelson,,tomnelson/2507671,,200,2009 - 2015
25,"Greensboro , NC",4/27/1992,California,Active,Los Angeles Chargers,5th season,74,Grimsley HS,"Greensboro, NC",Keenan Allen,13,keenanallen/2540154,WR,211,
33,,8/9/1983,North Carolina State,Retired,,0 Season,72,,,Lamart Barrett,,lamartbarrett/2509075,,191,2007 - 2007
,"Grambling , LA",6/25/1928,Grambling State,Retired,,10 Seasons,75,,,Tank Younger,,tankyounger/2529597,,225,1949 - 1958
53,"Mobile , AL",1/17/1964,Eastern Michigan,Retired,,1 Season,73,,,Anthony Fields,,anthonyfields/2513999,,192,1987 - 1987
27,"Norcross , GA",1/29/1990,San Diego State,Active,Dallas Cowboys,5th season,75,Norcross HS,GA,Brice Butler,19,bricebutler/2541388,WR,215,
,"Le Roy , NY",7/10/1925,Notre Dame,Retired,,2 Seasons,68,,,Vin Scott,,vinscott/2525229,,215,1947 - 1948
75,"Salt Lake City , UT",3/26/1942,Stanford,Retired,,1 Season,77,,,Dick Leeuwenburg,,dickleeuwenburg/2519308,,242,1965 - 1965
33,"Canton , OH",9/19/1983,Georgia Tech,Retired,,5 Seasons,73,,,Chris Reis,,chrisreis/2506622,,215,2006 - 2011
37,Helsinki Finland,11/13/1979,Columbia,Retired,,1 Season,74,,,Michael Quarshie,,michaelquarshie/2506591,,295,2006 - 2006
31,"Orlando , FL",5/5/1986,South Florida,Retired,,2 Seasons,76,,,Marc Dile,,marcdile/2507711,,300,2009 - 2011
31,"Houston , TX",3/8/1986,Southern Methodist,Active,New Orleans Saints,9th season,76,Pearland HS,TX,Thomas Morstead,6,thomasmorstead/71407,P,235,
22,"Dallas , TX",7/7/1994,Houston,Active,Pittsburgh Steelers,1st season,70,Lancaster HS,TX,DeMarcus Ayers,15,demarcusayers/2555465,WR,190,
60,"Quakertown , PA",4/26/1957,Millersville,Retired,,6 Seasons,72,,,Robb Riddick,,robbriddick/2524142,,195,1981 - 1988
25,,10/30/1991,Michigan State,Retired,,2 Seasons,70,,,Isaiah Lewis,,isaiahlewis/2550219,,211,2014 - 2015
63,"Pleasanton , CA",3/11/1954,Williams,Retired,,5 Seasons,72,,,Scott Perry,,scottperry/2523056,,180,1976 - 1980
24,,2/27/1993,Chattanooga State,Active,New York Giants,Rookie,73,,,Jacob Huesman,,jacobhuesman/2557833,RB,216,
28,"Los Angeles , CA",7/20/1988,Iowa State,Retired,,2 Seasons,77,,,Collin Franklin,,collinfranklin/2530577,,252,2011 - 2012
48,"Moncks Corner , SC",1/30/1969,South Carolina,Retired,,2 Seasons,74,,,Mike Dingle,,mikedingle/2500400,,240,1991 - 1992
67,"Fort Dix , NJ",3/7/1950,Penn State,Retired,,13 Seasons,74,,,Franco Harris,,francoharris/2515931,,230,1972 - 1984
27,"Madison , MS",6/16/1989,Tennessee,Active,Tampa Bay Buccaneers,3rd season,74,Hickory HS,NC,Austin Johnson,46,austinjohnson/2534437,FB,240,
36,"San Antonio , TX",4/23/1981,Texas-El Paso,Retired,,4 Seasons,77,,,Trey Darilek,,treydarilek/2505987,,310,2004 - 2008
78,"Logan , UT",3/26/1939,Utah,Retired,,1 Season,74,,,Ken Petersen,,kenpetersen/2523081,,235,1961 - 1961
41,"Mount Holly , NJ",10/25/1975,West Virginia,Retired,,1 Season,76,,,Kevin Landolt,,kevinlandolt/2501686,,298,1999 - 1999
37,,8/9/1979,Morris Brown,Retired,,0 Season,71,,,James Thornton,,jamesthornton/2527387,,185,2006 - 2006
,"Chicago , IL",9/1/1902,Lawrence,Retired,,5 Seasons,68,,,Eddie Kotal,,eddiekotal/2518758,,170,1925 - 1929
,"Duluth , MN",10/26/1898,Navy,Retired,,2 Seasons,72,,,Fred Denfeld,,freddenfeld/2512786,,198,1920 - 1925
22,"Miami Dade County , FL",7/13/1994,Florida Atlantic,Active,Cleveland Browns,1st season,73,Miramar HS,"Miramar, FL",Trevon Coley,,trevoncoley/2556504,DT,307,
27,"Los Angeles , CA",10/23/1989,UCLA,Retired,,1 Season,70,,,Johnathan Franklin,,johnathanfranklin/2539326,,205,2013 - 2013
21,"St. Joseph , MO",2/8/1996,Kansas State,Active,Minnesota Vikings,Rookie,75,Blue Springs HS,"Blue Springs, MO",Elijah Lee,,elijahlee/2558121,LB,228,
,"Hinsdale , IL",3/5/1920,Illinois,Retired,,1 Season,74,,,Bert Piggott,,bertpiggott/2523238,,195,1947 - 1947
25,"Wichita , KS",12/29/1991,Oklahoma State,Retired,,3 Seasons,72,,,Joseph Randle,,josephrandle/2540171,,210,2013 - 2015
,"Orange , NJ",5/26/1929,Villanova,Retired,,2 Seasons,70,,,Pete D'Alonzo,,peted'alonzo/2512411,,210,1951 - 1952
42,"Galveston , TX",6/14/1974,Baylor,Retired,,1 Season,72,,,Rodney Artmore,,rodneyartmore/2499461,,210,1999 - 1999
31,"Yacolt , WA",10/25/1985,Oregon State,Retired,,4 Seasons,74,,,Slade Norris,,sladenorris/238421,,232,2009 - 2012
24,"Erie , PA",4/13/1993,William & Mary,Active,Chicago Bears,2nd season,73,Massaponax HS,"Fredericksburg, VA",DeAndre Houston-Carson,36,deandrehouston-carson/2555381,FS,203,
29,"Los Angeles , CA",5/28/1988,San Jose State,Retired,,2 Seasons,74,,,Carl Ihenacho,,carlihenacho/496798,,255,2011 - 2012
51,"Miami , FL",10/10/1965,Miami (Fla.),Retired,,10 Seasons,69,,,Brett Perriman,,brettperriman/2502445,,180,1988 - 1997
21,"Belleville , IL",11/9/1995,Wyoming,Active,Atlanta Falcons,Rookie,73,Belleville West HS,IL,Brian Hill,,brianhill/2558112,RB,219,
59,"Xenia , OH",2/18/1958,Tennessee,Retired,,11 Seasons,74,,,Roland James,,rolandjames/2517387,,191,1980 - 1990
26,"Austin , TX",5/2/1991,Texas Tech,Active,Detroit Lions,2nd season,74,Lyndon B. Johnson HS,"Austin, TX",Kerry Hyder,61,kerryhyder/2550433,DE,270,
61,"New Castle , PA",11/15/1955,Virginia Tech,Retired,,5 Seasons,71,,,Rick Razzano,,rickrazzano/2523804,,227,1980 - 1984
31,"Houston , TX",9/24/1985,Mississippi,Retired,,9 Seasons,69,,,Trumaine McBride,,trumainemcbride/2495669,,185,2007 - 2015
51,"New Haven , CT",12/21/1965,Maryland,Retired,,2 Seasons,78,,,O'Brien Alston,,o'brienalston/2508418,,246,1988 - 1989
,"Jackson Co. , IN",8/17/1901,Indiana,Retired,,1 Season,72,,,George Fisher,,georgefisher/2514062,,210,1926 - 1926
,"St. Jo , TX",4/18/1931,Texas,Retired,,11 Seasons,73,,,Harley Sewell,,harleysewell/2525346,,230,1953 - 1963
68,"Edenton , NC",1/15/1949,Duke,Retired,,4 Seasons,74,,,Wes Chesson,,weschesson/2511418,,195,1971 - 1974
53,"Boardman , OH",11/25/1963,Miami (Fla.),Retired,,12 Seasons,77,,,Bernie Kosar,,berniekosar/2501648,,214,1985 - 1996
61,"San Diego , CA",1/17/1956,San Diego State,Retired,,2 Seasons,72,,,Saladin Martin,,saladinmartin/2520262,,180,1980 - 1981
31,"Collierville , TN",4/26/1986,Tennessee,Active,Baltimore Ravens,8th season,76,Evangelical Christian School HS,"Memphis, TN",Morgan Cox,46,morgancox/2508008,LS,233,
78,"Hickory , MS",2/13/1939,Oregon State,Retired,,1 Season,72,,,Chuck Marshall,,chuckmarshall/2520193,,180,1962 - 1962
29,,4/27/1988,Idaho,Retired,,0 Season,75,,,Aaron Lavarias,,aaronlavarias/2530585,,250,2011 - 2012
25,"College Station , TX",7/21/1991,Texas Tech,Active,New England Patriots,5th season,78,Columbus HS,TX,LaAdrian Waddle,68,laadrianwaddle/2539324,T,315,
